time,modified,id,user,favorite_rank_action,favorite_added,favorite_removed,campus_code,institution_code,table_source,data_source,event
2025-07-08 15:37:10.809404+00:00,2025-07-08 15:37:10.809406+00:00,46963,5c678dac-e04b-446b-848a-ebd82c855076,DOWN,True,False,110011150607,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 15:31:16.877431+00:00,2025-07-08 15:31:16.877435+00:00,46962,5c678dac-e04b-446b-848a-ebd82c855076,DOWN,True,False,1100100124215,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 15:25:24.824800+00:00,2025-07-08 15:25:24.824802+00:00,46961,e9700a84-ec45-4398-ace2-de0359c87166,DOWN,True,False,111850000081,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 15:25:05.620948+00:00,2025-07-08 15:25:05.620950+00:00,46960,5c678dac-e04b-446b-848a-ebd82c855076,DOWN,True,False,11001_JP_578,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 15:21:25.279638+00:00,2025-07-08 15:21:25.279639+00:00,46959,060ddb14-6c67-4fd6-9147-bc3122ee89a3,DOWN,True,False,311001102961,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 15:06:06.556198+00:00,2025-07-08 15:06:06.556201+00:00,46958,060ddb14-6c67-4fd6-9147-bc3122ee89a3,DOWN,True,False,111001012963,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 15:02:20.224682+00:00,2025-07-08 15:02:20.224684+00:00,46957,e9700a84-ec45-4398-ace2-de0359c87166,DOWN,True,False,165,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 14:56:27.074289+00:00,2025-07-08 14:56:27.074293+00:00,46956,060ddb14-6c67-4fd6-9147-bc3122ee89a3,DOWN,True,False,110011120156,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 14:56:02.736927+00:00,2025-07-08 14:56:02.736929+00:00,46955,5c678dac-e04b-446b-848a-ebd82c855076,DOWN,True,False,122147,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 14:50:23.691448+00:00,2025-07-08 14:50:23.691450+00:00,46954,5c678dac-e04b-446b-848a-ebd82c855076,DOWN,True,False,1100100124214,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 14:45:37.587392+00:00,2025-07-08 14:45:37.587394+00:00,46953,5c678dac-e04b-446b-848a-ebd82c855076,DOWN,True,False,11001_JP_606,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 14:43:55.672433+00:00,2025-07-08 14:43:55.672436+00:00,46952,e9700a84-ec45-4398-ace2-de0359c87166,DOWN,True,False,411001098578,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 14:42:46.810074+00:00,2025-07-08 14:42:46.810075+00:00,46951,060ddb14-6c67-4fd6-9147-bc3122ee89a3,DOWN,True,False,111001014869,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 14:39:26.921128+00:00,2025-07-08 14:39:26.921130+00:00,46950,5c678dac-e04b-446b-848a-ebd82c855076,DOWN,True,False,113936,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 14:24:01.058684+00:00,2025-07-08 14:24:01.058685+00:00,46949,e9700a84-ec45-4398-ace2-de0359c87166,DOWN,True,False,1100100012452,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 14:18:36.405200+00:00,2025-07-08 14:18:36.405203+00:00,46948,060ddb14-6c67-4fd6-9147-bc3122ee89a3,DOWN,True,False,111001014851,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 14:12:21.954232+00:00,2025-07-08 14:12:21.954236+00:00,46947,5c678dac-e04b-446b-848a-ebd82c855076,DOWN,True,False,211001094832,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 13:50:24.647576+00:00,2025-07-08 13:50:24.647583+00:00,46946,5c678dac-e04b-446b-848a-ebd82c855076,DOWN,True,False,1100100027660,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 13:49:32.368019+00:00,2025-07-08 13:49:32.368021+00:00,46945,e9700a84-ec45-4398-ace2-de0359c87166,DOWN,True,False,211850000981,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 13:39:18.267649+00:00,2025-07-08 13:39:18.267681+00:00,46944,060ddb14-6c67-4fd6-9147-bc3122ee89a3,DOWN,True,False,311001107432,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 13:27:54.303459+00:00,2025-07-08 13:27:54.303462+00:00,46943,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,DOWN,True,False,11001_JP_395,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 13:19:10.340214+00:00,2025-07-08 13:19:10.340216+00:00,46942,060ddb14-6c67-4fd6-9147-bc3122ee89a3,DOWN,True,False,311001015112,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 12:47:58.180870+00:00,2025-07-08 12:47:58.180872+00:00,46941,060ddb14-6c67-4fd6-9147-bc3122ee89a3,DOWN,True,False,311001035903,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-08 12:34:54.349769+00:00,2025-07-08 12:34:54.349771+00:00,46940,060ddb14-6c67-4fd6-9147-bc3122ee89a3,DOWN,True,False,110011151864,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-05 22:21:55.000716+00:00,2025-07-05 22:21:55.000718+00:00,46939,10dfb0f5-d0ea-44db-9a77-6f35c8553616,DOWN,True,False,219780000688,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-05 22:20:13.827641+00:00,2025-07-05 22:20:13.827643+00:00,46938,10dfb0f5-d0ea-44db-9a77-6f35c8553616,DOWN,True,False,347001003089,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-05 22:20:12.274392+00:00,2025-07-05 22:20:12.274393+00:00,46937,10dfb0f5-d0ea-44db-9a77-6f35c8553616,DOWN,True,False,273624000516,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-05 22:20:04.880303+00:00,2025-07-05 22:20:04.880304+00:00,46936,10dfb0f5-d0ea-44db-9a77-6f35c8553616,DOWN,True,False,325430001422,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-05 00:57:29.048039+00:00,2025-07-05 00:57:29.048043+00:00,46935,60190cdf-8c1e-4fa7-a0cb-98ee3cb71542,DOWN,True,False,311001087245,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 22:56:16.646501+00:00,2025-07-04 22:56:16.646503+00:00,46934,e398f768-21f1-4928-ade9-7522837a6b48,DOWN,True,False,247318000251,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 22:52:54.786032+00:00,2025-07-04 22:52:54.786035+00:00,46933,e398f768-21f1-4928-ade9-7522837a6b48,DOWN,True,False,311848003102,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 18:47:39.818036+00:00,2025-07-04 18:47:39.818038+00:00,46932,447f60da-ccc5-438e-ab15-fd6ce67332fc,DOWN,True,False,225473000069,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 18:34:55.330701+00:00,2025-07-04 18:34:55.330703+00:00,46931,006d0b22-8d48-433f-a8db-ccf7ce227591,DOWN,True,False,311001032581,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 18:33:34.551456+00:00,2025-07-04 18:33:34.551458+00:00,46930,006d0b22-8d48-433f-a8db-ccf7ce227591,DOWN,True,False,213442000046,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 18:32:17.327327+00:00,2025-07-04 18:32:17.327334+00:00,46929,006d0b22-8d48-433f-a8db-ccf7ce227591,DOWN,True,False,311001000859,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 18:29:07.925570+00:00,2025-07-04 18:29:07.925572+00:00,46928,2465a1f2-8ea3-4f73-a265-edf18e0336a4,DOWN,True,False,311001033111,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 18:24:52.881134+00:00,2025-07-04 18:24:52.881135+00:00,46927,2465a1f2-8ea3-4f73-a265-edf18e0336a4,,False,True,311001044970,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 18:24:50.760814+00:00,2025-07-04 18:24:50.760816+00:00,46926,2465a1f2-8ea3-4f73-a265-edf18e0336a4,DOWN,True,False,311001044970,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 18:24:11.717460+00:00,2025-07-04 18:24:11.717462+00:00,46925,2465a1f2-8ea3-4f73-a265-edf18e0336a4,DOWN,True,False,311001099758,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 18:21:25.552613+00:00,2025-07-04 18:21:25.552617+00:00,46924,0bd78f32-da5e-4ea0-88ea-8219d4b7a6ab,DOWN,True,False,311001099871,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 18:20:41.643786+00:00,2025-07-04 18:20:41.643789+00:00,46923,0bd78f32-da5e-4ea0-88ea-8219d4b7a6ab,,False,True,111001012459,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 18:20:37.806162+00:00,2025-07-04 18:20:37.806164+00:00,46922,0bd78f32-da5e-4ea0-88ea-8219d4b7a6ab,DOWN,True,False,111001012459,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 18:20:05.158403+00:00,2025-07-04 18:20:05.158405+00:00,46921,0bd78f32-da5e-4ea0-88ea-8219d4b7a6ab,DOWN,True,False,111001033995,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:42:42.985188+00:00,2025-07-04 14:42:42.985192+00:00,46920,93016791-a91f-4bd7-baea-b005655e2494,DOWN,True,False,115097000028,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:41:18.514748+00:00,2025-07-04 14:41:18.514751+00:00,46919,93016791-a91f-4bd7-baea-b005655e2494,DOWN,True,False,215097000367,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:40:39.126469+00:00,2025-07-04 14:40:39.126471+00:00,46918,93016791-a91f-4bd7-baea-b005655e2494,,False,True,115673000012,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:40:37.701821+00:00,2025-07-04 14:40:37.701825+00:00,46917,93016791-a91f-4bd7-baea-b005655e2494,UP,False,False,115673000012,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:40:37.679522+00:00,2025-07-04 14:40:37.679525+00:00,46916,93016791-a91f-4bd7-baea-b005655e2494,,False,True,215097000367,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:40:37.301295+00:00,2025-07-04 14:40:37.301297+00:00,46915,93016791-a91f-4bd7-baea-b005655e2494,UP,False,False,115673000012,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:40:37.279350+00:00,2025-07-04 14:40:37.279352+00:00,46914,93016791-a91f-4bd7-baea-b005655e2494,UP,False,False,215097000367,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:40:37.252437+00:00,2025-07-04 14:40:37.252439+00:00,46913,93016791-a91f-4bd7-baea-b005655e2494,,False,True,215097000057,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:39:22.949910+00:00,2025-07-04 14:39:22.949912+00:00,46912,93016791-a91f-4bd7-baea-b005655e2494,DOWN,True,False,115673000012,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:05:02.027634+00:00,2025-07-04 14:05:02.027636+00:00,46911,93016791-a91f-4bd7-baea-b005655e2494,DOWN,True,False,215097000367,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:04:24.058268+00:00,2025-07-04 14:04:24.058269+00:00,46910,93016791-a91f-4bd7-baea-b005655e2494,DOWN,True,False,215097000057,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:04:22.801792+00:00,2025-07-04 14:04:22.801794+00:00,46909,93016791-a91f-4bd7-baea-b005655e2494,,False,True,215097000367,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
2025-07-04 14:04:17.860826+00:00,2025-07-04 14:04:17.860828+00:00,46908,93016791-a91f-4bd7-baea-b005655e2494,DOWN,True,False,215097000367,,institutions_favorite_campus_history,postgresql,favorite_school_from_listFavorites
